"initial_alias","converted_alias","name","description","namespace"
"POLR1G","7OB9","POLR1G","RNA polymerase I subunit G [Source:HGNC Symbol;Acc:HGNC:24219]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLR1G","7OBA","POLR1G","RNA polymerase I subunit G [Source:HGNC Symbol;Acc:HGNC:24219]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLR1G","7OBB","POLR1G","RNA polymerase I subunit G [Source:HGNC Symbol;Acc:HGNC:24219]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLR1G","7VBA","POLR1G","RNA polymerase I subunit G [Source:HGNC Symbol;Acc:HGNC:24219]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLR1G","7VBB","POLR1G","RNA polymerase I subunit G [Source:HGNC Symbol;Acc:HGNC:24219]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLR1G","7VBC","POLR1G","RNA polymerase I subunit G [Source:HGNC Symbol;Acc:HGNC:24219]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLR2A","None","None","None",""
"POLR2G","2C35","POLR2G","RNA polymerase II subunit G [Source:HGNC Symbol;Acc:HGNC:9194]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLR2G","5IY6","POLR2G","RNA polymerase II subunit G [Source:HGNC Symbol;Acc:HGNC:9194]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLR2G","5IY7","POLR2G","RNA polymerase II subunit G [Source:HGNC Symbol;Acc:HGNC:9194]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLR2G","5IY8","POLR2G","RNA polymerase II subunit G [Source:HGNC Symbol;Acc:HGNC:9194]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLR2G","5IY9","POLR2G","RNA polymerase II subunit G [Source:HGNC Symbol;Acc:HGNC:9194]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLR2G","5IYA","POLR2G","RNA polymerase II subunit G [Source:HGNC Symbol;Acc:HGNC:9194]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLR2G","5IYB","POLR2G","RNA polymerase II subunit G [Source:HGNC Symbol;Acc:HGNC:9194]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLR2G","5IYC","POLR2G","RNA polymerase II subunit G [Source:HGNC Symbol;Acc:HGNC:9194]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLR2G","5IYD","POLR2G","RNA polymerase II subunit G [Source:HGNC Symbol;Acc:HGNC:9194]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLR2G","6DRD","POLR2G","RNA polymerase II subunit G [Source:HGNC Symbol;Acc:HGNC:9194]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLR2G","6O9L","POLR2G","RNA polymerase II subunit G [Source:HGNC Symbol;Acc:HGNC:9194]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLR2G","6XRE","POLR2G","RNA polymerase II subunit G [Source:HGNC Symbol;Acc:HGNC:9194]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLR2G","7LBM","POLR2G","RNA polymerase II subunit G [Source:HGNC Symbol;Acc:HGNC:9194]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPIG","2GW2","PPIG","peptidylprolyl isomerase G [Source:HGNC Symbol;Acc:HGNC:14650]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPIG","2WFI","PPIG","peptidylprolyl isomerase G [Source:HGNC Symbol;Acc:HGNC:14650]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPIG","2WFJ","PPIG","peptidylprolyl isomerase G [Source:HGNC Symbol;Acc:HGNC:14650]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPIG","5YZG","PPIG","peptidylprolyl isomerase G [Source:HGNC Symbol;Acc:HGNC:14650]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPIL4","None","None","None",""
"PPP1R10","6ZV2","PPP1R10","protein phosphatase 1 regulatory subunit 10 [Source:HGNC Symbol;Acc:HGNC:9284]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPP1R8","3V4Y","PPP1R8","protein phosphatase 1 regulatory subunit 8 [Source:HGNC Symbol;Acc:HGNC:9296]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF3","1X4Q","PRPF3","pre-mRNA processing factor 3 [Source:HGNC Symbol;Acc:HGNC:17348]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF3","3JCR","PRPF3","pre-mRNA processing factor 3 [Source:HGNC Symbol;Acc:HGNC:17348]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF3","5O9Z","PRPF3","pre-mRNA processing factor 3 [Source:HGNC Symbol;Acc:HGNC:17348]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF3","6AH0","PRPF3","pre-mRNA processing factor 3 [Source:HGNC Symbol;Acc:HGNC:17348]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF3","6AHD","PRPF3","pre-mRNA processing factor 3 [Source:HGNC Symbol;Acc:HGNC:17348]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF3","6QW6","PRPF3","pre-mRNA processing factor 3 [Source:HGNC Symbol;Acc:HGNC:17348]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF3","6QX9","PRPF3","pre-mRNA processing factor 3 [Source:HGNC Symbol;Acc:HGNC:17348]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF39","None","None","None",""
"PRPF4","1MZW","PRPF4","pre-mRNA processing factor 4 [Source:HGNC Symbol;Acc:HGNC:17349]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF4","3JCR","PRPF4","pre-mRNA processing factor 4 [Source:HGNC Symbol;Acc:HGNC:17349]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF4","5O9Z","PRPF4","pre-mRNA processing factor 4 [Source:HGNC Symbol;Acc:HGNC:17349]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF4","6AH0","PRPF4","pre-mRNA processing factor 4 [Source:HGNC Symbol;Acc:HGNC:17349]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF4","6AHD","PRPF4","pre-mRNA processing factor 4 [Source:HGNC Symbol;Acc:HGNC:17349]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF4","6QW6","PRPF4","pre-mRNA processing factor 4 [Source:HGNC Symbol;Acc:HGNC:17349]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF4","6QX9","PRPF4","pre-mRNA processing factor 4 [Source:HGNC Symbol;Acc:HGNC:17349]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF6","3JCR","PRPF6","pre-mRNA processing factor 6 [Source:HGNC Symbol;Acc:HGNC:15860]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF6","5O9Z","PRPF6","pre-mRNA processing factor 6 [Source:HGNC Symbol;Acc:HGNC:15860]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF6","6AH0","PRPF6","pre-mRNA processing factor 6 [Source:HGNC Symbol;Acc:HGNC:15860]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF6","6AHD","PRPF6","pre-mRNA processing factor 6 [Source:HGNC Symbol;Acc:HGNC:15860]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF6","6QW6","PRPF6","pre-mRNA processing factor 6 [Source:HGNC Symbol;Acc:HGNC:15860]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF6","6QX9","PRPF6","pre-mRNA processing factor 6 [Source:HGNC Symbol;Acc:HGNC:15860]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","3E9L","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","3ENB","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","3JCR","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","3LRU","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","4JK7","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","4JK8","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","4JK9","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","4JKA","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","4JKB","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","4JKC","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","4JKD","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","4JKE","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","4JKF","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","4JKG","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","4JKH","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","4KIT","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","5MQF","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","5O9Z","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","5XJC","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","5YZG","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","5Z56","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","5Z57","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","5Z58","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","6AH0","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","6AHD","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","6FF4","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","6FF7","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","6ICZ","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","6ID0","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","6ID1","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","6QDV","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","6QW6","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","6QX9","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","6S8Q","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","6S9I","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","6ZYM","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","7A5P","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","7AAV","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","7ABF","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","7ABG","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","7ABI","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","7BDI","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","7BDJ","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","7BDK","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","7BDL","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","7DVQ","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","7OS2","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF8","7PX3","PRPF8","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRR3","None","None","None",""
"PSIP1","1Z9E","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","2B4J","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","2M16","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","2MSR","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","2MTN","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","2N3A","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","3F9K","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","3HPG","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","3HPH","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","3U88","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","3ZEH","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","4FU6","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","5N88","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","5OYM","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","5YI9","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","6EMO","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","6EMP","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","6EMQ","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","6EMR","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","6S01","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","6TRJ","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","6TVM","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","6ZV0","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","7OUF","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","7OUG","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","7OUH","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSIP1","7PEL","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMA1","4R3O","PSMA1","proteasome 20S subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMA1","4R67","PSMA1","proteasome 20S subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMA1","5A0Q","PSMA1","proteasome 20S subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMA1","5GJQ","PSMA1","proteasome 20S subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMA1","5GJR","PSMA1","proteasome 20S subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMA1","5L4G","PSMA1","proteasome 20S subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMA1","5LE5","PSMA1","proteasome 20S subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMA1","5LEX","PSMA1","proteasome 20S subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMA1","5LEY","PSMA1","proteasome 20S subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMA1","5LEZ","PSMA1","proteasome 20S subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMA1","5LF0","PSMA1","proteasome 20S subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMA1","5LF1","PSMA1","proteasome 20S subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMA1","5LF3","PSMA1","proteasome 20S subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMA1","5LF4","PSMA1","proteasome 20S subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMA1","5LF6","PSMA1","proteasome 20S subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMA1","5LF7","PSMA1","proteasome 20S subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMA1","5LN3","PSMA1","proteasome 20S subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMA1","5M32","PSMA1","proteasome 20S subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMA1","5T0C","PSMA1","proteasome 20S subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMA1","5T0G","PSMA1","proteasome 20S subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
